price_total,product_catalog_id,row_count
5069.47,CALC_AVTX_CONN,2
0.0,CALC_AVTX_OVG,1
2106.98,CALC_AVTX_SBX_SVC,1
7091.88,CALC_AVTX_SVC,1
0.0,CDM_ECM_PRM_CEM_OVG,1
4334.1,CDM_ECM_PRM_CEM_SVC,1
25798.09,LR_ST_DREG,2
20170.88,LR_ST_REG_DOM,4
0.0,RR_LFF_USG,1
0.0,RR_MRS_PRM_PPD_OVG,1
0.0,RR_MRS_PRM_PPD_PLN_LL,1
25394.69,RR_MRS_PRM_PPD_SVC,1
0.0,RR_MRS_PRM_PPD_UNPLN_LL,1
231.0,RR_MRS_PRM_PPD_UPG,1
0.0,RR_SST_NONVOL,1
0.0,RR_SST_VOL,1
