country,region,tax_form_code,tax_form_name,description,purpose,visible_to_customers,report_level,authority_level_guess,form_master_id,tax_authority_count,tax_authorities,tax_authority_ids,tax_type_count,tax_types,tax_type_ids,form_image_urls,raw_form_summary
US,AL,USALETHELSVILLE,AL Ethelsville Sales,Ethelsville (City) Local Sales Tax Report,Use to report local sales tax.,True,CIT,city,2431,1,ETHELSVILLE,388,1,Sales Tax,1,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/7d7beed9-bd21-4758-8218-8225c0d4e1e1.png""]","{""FormMasterId"":2431,""TaxFormCode"":""USALETHELSVILLE"",""TaxFormName"":""AL Ethelsville Sales"",""Description"":""Ethelsville (City) Local Sales Tax Report"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax.""}"
US,AL,USALLINCOLN,AL Lincoln,Lincoln (City) Local Sales & Use Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,10593,1,LINCOLN,5394,5,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging,1 | 2 | 3 | 4 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/69b3e334-b36f-4008-b8ea-573262bff038.png""]","{""FormMasterId"":10593,""TaxFormCode"":""USALLINCOLN"",""TaxFormName"":""AL Lincoln"",""Description"":""Lincoln (City) Local Sales & Use Tax Return"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,AL,USALBAYMINETTE,AL Bay Minette,Bay Minette (City) Local Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,12217,2,BAY MINETTE | BAY MINETTE PJ,3181 | 3182,5,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging,1 | 2 | 3 | 4 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/331008e1-f0a4-4857-92dd-226bcc4cff09.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e39fd793-7f0b-467b-90ac-f411a98dde36.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/8e7e5e5e-19f8-4c05-a030-3a4a48690e20.png""]","{""FormMasterId"":12217,""TaxFormCode"":""USALBAYMINETTE"",""TaxFormName"":""AL Bay Minette"",""Description"":""Bay Minette (City) Local Tax Return"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,AL,USALCALERA,AL Calera,Calera (City) Local Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,12928,1,CALERA,6139,5,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging,1 | 2 | 3 | 4 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e1454360-72e6-4a10-8719-7bf88f5349ac.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/9ee96f82-52ab-47ac-8659-16a5cceb8b41.png""]","{""FormMasterId"":12928,""TaxFormCode"":""USALCALERA"",""TaxFormName"":""AL Calera"",""Description"":""Calera (City) Local Tax Return"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,AL,USALFOLEY,AL Foley,Foley (City) Alabama Sales and Use Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,1013061,1,FOLEY,6316,5,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging,1 | 2 | 3 | 4 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/7f73c6fc-2653-426c-849f-e2b9ec882380.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/84d91f8d-84a6-4c4d-95d4-00ee3596739f.png""]","{""FormMasterId"":1013061,""TaxFormCode"":""USALFOLEY"",""TaxFormName"":""AL Foley"",""Description"":""Foley (City) Alabama Sales and Use Return"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,AL,USALLITTLEVILLERENTAL,AL Littleville Rental Sales,Littleville Rental Tax Form,,True,CTY,county,21019612,1,LITTLEVILLE,6768,1,Rental and Leasing,4,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/5085cafc-5a87-4b6b-bad5-55770c01dd17.png""]","{""FormMasterId"":21019612,""TaxFormCode"":""USALLITTLEVILLERENTAL"",""TaxFormName"":""AL Littleville Rental Sales"",""Description"":""Littleville Rental Tax Form"",""Country"":""US"",""Region"":""AL"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":null}"
US,AR,USARET1,AR ET1,Arkansas Excise Tax Return,"Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,168,1,ARKANSAS,277,8,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging | Alcohol | Telecom | Hospitality,1 | 2 | 3 | 4 | 7 | 9 | 10 | 15,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e20aba60-cdf4-458f-8e34-90510026f073.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/d561f4a7-6dd0-472b-8cac-563a3259dedb.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/916e779c-539f-4160-a8a4-7dfb32da6a11.png""]","{""FormMasterId"":168,""TaxFormCode"":""USARET1"",""TaxFormName"":""AR ET1"",""Description"":""Arkansas Excise Tax Return"",""Country"":""US"",""Region"":""AR"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,AZ,USAZGILARIVER,AZ Gila River,Gila River Community Sales Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax to the Gila River Indian Community.",True,STJ,,182,1,GILA RIVER RESERVATION,395,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/54716aa8-636b-4b43-8ab8-e2eae8af2c3a.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b9b5695d-1f47-46f7-b0ae-806392df9b08.png""]","{""FormMasterId"":182,""TaxFormCode"":""USAZGILARIVER"",""TaxFormName"":""AZ Gila River"",""Description"":""Gila River Community Sales Tax Return"",""Country"":""US"",""Region"":""AZ"",""VisibleToCustomers"":true,""ReportLevel"":""STJ"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax to the Gila River Indian Community.""}"
US,AZ,USAZSALTRIVER,AZ Salt River,Salt River Pima-Maricopa Indian Community Sales Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax to the Salt River Pima-Maricopa Indian Community.",True,STJ,,193,1,SALT RIVER INDIAN COMMUNITY,403,4,Sales Tax | Sellers Use | Consumer Use | Lodging,1 | 2 | 3 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ffcbbc68-64a3-45e6-a781-41d2b032d689.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b262522a-c896-4648-ae62-1f8508524a75.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/25c225d3-ab61-40b7-a1d0-7c304e3132af.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/23427a48-285e-4555-909b-d84b072103e2.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/29bd9a48-0f9e-47c2-8b63-f14e2ffe2dd6.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b0739389-3fff-4311-8e52-43c1e2f83c99.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4d128a7a-844b-4323-acd3-f218fcf7f70b.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6d1282e8-93b3-41f8-8de1-b1521076b4a0.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/eb05f050-ef16-4ab7-a17b-ecdc464bc6bc.png""]","{""FormMasterId"":193,""TaxFormCode"":""USAZSALTRIVER"",""TaxFormName"":""AZ Salt River"",""Description"":""Salt River Pima-Maricopa Indian Community Sales Tax Return"",""Country"":""US"",""Region"":""AZ"",""VisibleToCustomers"":true,""ReportLevel"":""STJ"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax to the Salt River Pima-Maricopa Indian Community.""}"
US,AZ,USAZTPTES,AZ TPT ES,Annual Estimated Payment Form for Transaction Privilege Tax,Use when you're required to make annual prepayments.,True,STA,state,196,0,,,21,All tax types | Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging | Excise | Alcohol | Telecom | Rent to Own | Batteries | Light Bulbs | Hospitality | Electronic Recycling | Amusement | Meals | Gross Receipts | Economic Incentive | Public Improvement Fees | Bottle | Checkout Bag Fees,0 | 1 | 2 | 3 | 4 | 7 | 8 | 9 | 10 | 12 | 13 | 14 | 15 | 16 | 1001017 | 1001018 | 1001019 | 21001020 | 21001021 | 21001023 | 21001024,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b8f077e8-e0e5-4204-8706-7a2a2f0c68ac.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6c3ece41-b762-4f68-970c-79562ce55bb9.png""]","{""FormMasterId"":196,""TaxFormCode"":""USAZTPTES"",""TaxFormName"":""AZ TPT ES"",""Description"":""Annual Estimated Payment Form for Transaction Privilege Tax"",""Country"":""US"",""Region"":""AZ"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you're required to make annual prepayments.""}"
US,AZ,USAZTPT2,AZ TPT2,"Transaction Privilege, Use and Severance Tax Return - (TPT-2)","Use to report sales tax, sellers use tax, and consumer use tax.",True,STA,state,934,1,ARIZONA,218,6,Sales Tax | Sellers Use | Consumer Use | Rental and Leasing | Lodging | Telecom,1 | 2 | 3 | 4 | 7 | 10,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/34f65731-3a60-472d-b731-876b4422f5f8.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b0e771d9-3c39-40c8-a1b0-de3b74fa113d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/93d0d394-6670-4aab-9214-3c0ec74d2c18.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/676fd2f8-25fa-442e-83ac-b4bb0c7f6cc0.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/01d51390-bdfc-48f5-874f-da11f5541373.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6e396d51-b409-4e53-92e4-32762a8b22cb.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/49bf18c8-f7ad-4af0-bd07-b20f6f7ab560.png""]","{""FormMasterId"":934,""TaxFormCode"":""USAZTPT2"",""TaxFormName"":""AZ TPT2"",""Description"":""Transaction Privilege, Use and Severance Tax Return - (TPT-2)"",""Country"":""US"",""Region"":""AZ"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use to report sales tax, sellers use tax, and consumer use tax.""}"
US,AZ,USAZCORIVERTOBACCO,AZ Colorado River Indian Tribes Tobacco Return,Tobacco Product Sales Information Return,"Use to report local sales tax, sellers use tax, and consumer use tax to the Colorado River Indian Tribes.",True,STJ,,1013636,0,,,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/82179e34-2db8-4be9-b6eb-3d0264a93c3f.png""]","{""FormMasterId"":1013636,""TaxFormCode"":""USAZCORIVERTOBACCO"",""TaxFormName"":""AZ Colorado River Indian Tribes Tobacco Return"",""Description"":""Tobacco Product Sales Information Return"",""Country"":""US"",""Region"":""AZ"",""VisibleToCustomers"":true,""ReportLevel"":""STJ"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax to the Colorado River Indian Tribes.""}"
US,CA,USCACDTFA401A2,CA CDTFA 401 A2,"State, Local, and District Sales and Use Tax Return",Use when you don’t have any in-state locations.,True,STA,state,3230,1,CALIFORNIA,69,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e638c0ef-26ad-4cd6-a528-260388c5cdab.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/bb4db7cf-0d01-4bf5-95da-b6845d050303.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/2a7e8517-edcd-4863-86ec-8db5b121e83d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e0a55fe5-f5f0-414d-8803-9e726d15ec23.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f7849c4e-5d21-4665-96ca-c0362f3090ad.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/5958af3d-71f7-4e12-a4c3-3d237acdce24.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/517580d9-72a2-4c95-b17f-e3b4dca9f9a4.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/fd785361-bf15-4833-9f18-eb488a55b3c4.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4645d4ee-abaf-4820-8ff9-adc6b859b94b.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/04fdd28c-01ea-4ca4-ad24-c581fcfdb707.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/1649f694-204c-4639-92c0-c3117cdd26b5.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/a0ec2982-265a-48fc-b22c-e71d6a6e52db.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6556532e-024e-4a33-809e-bed48d380a23.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f45fbd71-63f6-4390-a292-80d3c124a7b5.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6afaaec8-7bc6-4266-b18f-320b979a69c9.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b703693e-bcd7-4bf2-81b9-78e3f71841c5.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/abb04ccf-f2ee-4c2f-8f39-cf476f8f0ea3.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/3e013f94-8dab-4054-a3da-f9579b9e2b63.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/28349d21-16f5-47d6-bb00-4564cf48b09b.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/558e4c37-d4b5-4151-8a48-b40562427c15.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/0ab12a19-7660-408f-a436-6db1deb8a581.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/d169b4dd-1f19-4732-aaa6-cba1304fb439.png""]","{""FormMasterId"":3230,""TaxFormCode"":""USCACDTFA401A2"",""TaxFormName"":""CA CDTFA 401 A2"",""Description"":""State, Local, and District Sales and Use Tax Return"",""Country"":""US"",""Region"":""CA"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you don\u2019t have any in-state locations.""}"
US,CA,USCACDTFA401E,CA CDTFA 401 E,"State, Local, and District Consumer Use Tax Return",Use when you only need to report consumer use tax.,True,STA,state,3533,1,CALIFORNIA,69,1,Consumer Use,3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/24e51ca8-a241-4cc0-a46a-dc7a2adc680d.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f05b995f-163b-49ef-a0d9-5d4242a05152.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/1b6fee87-a946-4180-af79-4ed249314f76.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e03353e5-52cc-4ec6-88ab-9dad74c40b01.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/a35b1465-ad9b-4939-b344-3b19d4fa2490.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ff9ca4fd-f809-4c8f-8a80-de1dc66ba60b.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/439433a1-0bc0-49aa-9e9d-d907b9a010eb.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/d612ca8b-f139-4d0d-9e58-27bcb25e40d4.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/b805bf0f-0dc3-4322-bb51-9f2f4179fdef.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/3e3907b4-44a0-408d-a7b2-11610060f86e.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/fddc2e9d-ab3d-42e7-9647-aba48222c427.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ace82437-0f9b-4f99-80ad-b082903397b6.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6933c09d-5663-4153-9426-61a0e4d74562.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/95039d0e-da53-4a8a-af27-7d990dd52104.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/631f914e-ae92-4e10-82b9-4a027f57ee6f.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/e0f617e6-fe80-470e-984d-ebabb8417dd8.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ef40595d-17a8-49a0-b609-b0ef35eb0ab4.png""]","{""FormMasterId"":3533,""TaxFormCode"":""USCACDTFA401E"",""TaxFormName"":""CA CDTFA 401 E"",""Description"":""State, Local, and District Consumer Use Tax Return"",""Country"":""US"",""Region"":""CA"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you only need to report consumer use tax.""}"
US,CA,USCAPREPAYMENT,CA Prepayment,Sales and Use Tax Prepayment Form,Use when you're required to make monthly prepayments.,True,STA,state,3779,1,CALIFORNIA,69,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4a06c58e-6f37-4ed9-8faa-f681e84f2b16.png""]","{""FormMasterId"":3779,""TaxFormCode"":""USCAPREPAYMENT"",""TaxFormName"":""CA Prepayment"",""Description"":""Sales and Use Tax Prepayment Form"",""Country"":""US"",""Region"":""CA"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you're required to make monthly prepayments.""}"
US,CA,USCAPREPAYMENTCU,CA Prepayment Consumer Use,Consumer Use Tax Prepayment Form,Use when you're required to make monthly prepayments for Consumer Use Tax,True,STA,state,21020039,1,CALIFORNIA,69,1,Consumer Use,3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/4fc174ba-17eb-4212-ba0a-f45e014c1552.png""]","{""FormMasterId"":21020039,""TaxFormCode"":""USCAPREPAYMENTCU"",""TaxFormName"":""CA Prepayment Consumer Use"",""Description"":""Consumer Use Tax Prepayment Form"",""Country"":""US"",""Region"":""CA"",""VisibleToCustomers"":true,""ReportLevel"":""STA"",""Purpose"":""Use when you're required to make monthly prepayments for Consumer Use Tax""}"
US,CO,USCOARVADA,CO Arvada,Sales & Use Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,206,1,ARVADA,38,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/f68b2bc9-60dd-4a9a-a9fd-77ce247ee28a.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/655002d0-3b5c-4178-8813-88fb2c8936fc.png""]","{""FormMasterId"":206,""TaxFormCode"":""USCOARVADA"",""TaxFormName"":""CO Arvada"",""Description"":""Sales & Use Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,CO,USCOAURORA,CO Aurora,Sales & Use Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,208,1,AURORA,6,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/38096fa9-14ce-4e29-8381-25fb288bea3c.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/6ef07da3-67ab-4ba9-8d69-a829877d11c3.png""]","{""FormMasterId"":208,""TaxFormCode"":""USCOAURORA"",""TaxFormName"":""CO Aurora"",""Description"":""Sales & Use Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,CO,USCOAURORACONSOLIDATED,CO Aurora (Consolidated),Sales & Use Tax Returnn,,True,CIT,city,209,1,AURORA,6,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/5cb0643d-3b41-4cbd-89e2-51929e4a38fb.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/86e6aef3-a0e4-4703-8cc1-67145cb87fa8.png""]","{""FormMasterId"":209,""TaxFormCode"":""USCOAURORACONSOLIDATED"",""TaxFormName"":""CO Aurora (Consolidated)"",""Description"":""Sales & Use Tax Returnn"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":null}"
US,CO,USCOAVON,CO Avon,Avon Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,211,1,AVON,39,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/7cf8dc02-5956-4935-9ac8-31b35c2ae14f.png""]","{""FormMasterId"":211,""TaxFormCode"":""USCOAVON"",""TaxFormName"":""CO Avon"",""Description"":""Avon Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,CO,USCOBLACKHAWK,CO Black Hawk,Sales Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,212,1,BLACK HAWK,405,4,Sales Tax | Sellers Use | Consumer Use | Lodging,1 | 2 | 3 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/c77a5619-0ad0-4c00-a4c9-1305f9ad08d3.png""]","{""FormMasterId"":212,""TaxFormCode"":""USCOBLACKHAWK"",""TaxFormName"":""CO Black Hawk"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,CO,USCOBOULDER,CO Boulder,Sales Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CIT,city,213,1,BOULDER,7,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/15fdfa7a-cc6d-4265-a082-fd907c26f5eb.png""]","{""FormMasterId"":213,""TaxFormCode"":""USCOBOULDER"",""TaxFormName"":""CO Boulder"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,CO,USCOBRECKENRIDGE,CO Breckenridge,Sales Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,214,1,BRECKENRIDGE,8,3,Sales Tax | Sellers Use | Lodging,1 | 2 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/c9141be4-b569-4cba-a4e8-2cdacb4af6b1.png""]","{""FormMasterId"":214,""TaxFormCode"":""USCOBRECKENRIDGE"",""TaxFormName"":""CO Breckenridge"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,CO,USCOBRIGHTON,CO Brighton,Sales Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,215,1,BRIGHTON,9,2,Sales Tax | Sellers Use,1 | 2,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/1f7ef671-49b0-4636-bb85-166c0950333f.png""]","{""FormMasterId"":215,""TaxFormCode"":""USCOBRIGHTON"",""TaxFormName"":""CO Brighton"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
US,CO,USCOBROOMFIELD,CO Broomfield,Sales Tax Return,"Use to report local sales tax, sellers use tax, and consumer use tax.",True,CTY,county,216,4,BROOMFIELD | BROOMFIELD ARISTA LID | BROOMFIELD CO | BROOMFIELD FLATIRONS LID,40 | 68 | 2 | 67,3,Sales Tax | Sellers Use | Consumer Use,1 | 2 | 3,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ec603fc0-d4c7-4833-9d31-d06b7399254f.png"",""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/ff9c311e-88d4-4f99-85af-32c3cd3fead6.png""]","{""FormMasterId"":216,""TaxFormCode"":""USCOBROOMFIELD"",""TaxFormName"":""CO Broomfield"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CTY"",""Purpose"":""Use to report local sales tax, sellers use tax, and consumer use tax.""}"
US,CO,USCOCASTLEROCK,CO Castle Rock,Sales Tax Return,Use to report local sales tax and sellers use tax.,True,CIT,city,221,1,CASTLE ROCK,12,3,Sales Tax | Sellers Use | Lodging,1 | 2 | 7,"[""https://cdn.tfc.prd.data.returns.avalara.net/tax-form-catalog/png/211eb3b1-9fe1-4cd2-a4cb-3d7fe7424696.png""]","{""FormMasterId"":221,""TaxFormCode"":""USCOCASTLEROCK"",""TaxFormName"":""CO Castle Rock"",""Description"":""Sales Tax Return"",""Country"":""US"",""Region"":""CO"",""VisibleToCustomers"":true,""ReportLevel"":""CIT"",""Purpose"":""Use to report local sales tax and sellers use tax.""}"
