tax_form_code,tax_form_name,legacy_return_name,description,country,region,purpose,status,effective_date,end_date,preview_image,form_master_id,form_version_id,major,minor,revision
USAKSITKAMO,AK Sitka Borough Monthly Combined,AKSITKAMO,City and Borough of Sitka - Sales/Bed Tax Monthly Payment Forms,US,AK,,PRODUCTION,2022-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/936f37e3-4368-4e90-b2a1-4920d75a6d3a.png,43,21067084,1,0,10
USAKSITKAQU,AK Sitka Borough Quarterly Combined,AKSITKAQU,City and Borough of Sitka - Quarterly Sales and Transient Room Tax Return,US,AK,,PRODUCTION,2024-08-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/432f390e-ace1-49ce-91cd-5488f16f8f12.png,44,21106447,1,0,29
USAKSKAGWAY,AK Skagway,AKSKAGWAY,Sales Tax Return,US,AK,,PRODUCTION,2024-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c1ececd4-dc52-446d-a9f4-46097d922f6c.png,45,21106477,1,0,10
USAKSTMICHAEL,AK St. Michael,AKSTMICHAEL,City of St. Michael Tax Return,US,AK,,PRODUCTION,1990-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/be8abc93-3b5c-4590-97dc-c74b6f4fafc3.png,2411,7458,1,0,0
USAKSTPAUL,AK Saint Paul,AKSTPAUL,Saint Paul Monthly Sales Tax Return,US,AK,,PRODUCTION,2022-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/b51e3f61-0955-4d02-aa1e-15755d337c34.png,2209,1055347,1,0,12
USAKTELLER,AK Teller,AKTELLER,Teller Sales Tax Report,US,AK,,PRODUCTION,2012-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0b197658-1006-40fe-881b-9f7e691c8895.png,771,21092057,1,0,3
USAKTHORNEBAY,AK Thorne Bay,AKTHORNEBAY,Sales Tax and Transient Occupancy Return Form,US,AK,,PRODUCTION,2022-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8cd01fa6-016f-4836-ac9d-60153ec672c7.png,46,21107522,1,0,14
USAKTHORNEBAYLODGE,AK Thorne Bay Lodging,AKTHORNEBAYLODGE,Sales Tax and Transient Occupancy Tax Return Form,US,AK,,PRODUCTION,1900-01-01T00:00:00,2021-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a7291aea-f806-46a2-bad5-b8909e99e5f0.png,12150,40002,1,0,3
USAKTOGIAK,AK Togiak,AKTOGIAK,Togiak City Sales and Use Tax Return,US,AK,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/83e860c3-8ccf-4568-bfda-168c6cf0eeca.png,2527,21059055,1,0,3
USAKUNALAKLEET,AK Unalakleet,AKUNALAKLEET,Monthly Sales Tax Return,US,AK,,PRODUCTION,2010-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6f5086e0-2720-46ad-9443-d74d97d1164c.png,47,21093731,1,0,10
USAKUNALASKAM,AK Unalaska Monthly,AKUNALASKAM,City Of Unalaska Tax Return,US,AK,,PRODUCTION,2017-01-01T00:00:00,2022-09-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d235d9b2-80a6-4924-88b1-02b6c87fe48e.png,868,7593,1,0,0
USAKUNALASKAQ,AK Unalaska Quarterly,AKUNALASKAQ,City of Unalaska Sales Tax Report,US,AK,,PRODUCTION,2023-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/bb5fbaa6-3bcf-4c23-9b47-31d2bb9093b2.png,787,21094583,1,0,32
USAKWALES,AK City Of  Wales,AKWALES,AK City Of  Wales,US,AK,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6ce1c8dd-db2f-49af-8ef7-acc6daac732c.png,21018850,21067918,1,0,6
USAKWASILLA,AK Wasilla,AKWASILLA,Sales Tax Return,US,AK,,PRODUCTION,2022-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/92d9871d-b442-4e04-919c-e8bf6f91b1c7.png,48,21067145,1,0,26
USAKWHITTIER,AK WHITTIER,AKWHITTIER,"Whittier, AK Sales Tax Reporting Form",US,AK,,PRODUCTION,2025-04-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/481292c4-6951-465e-ac88-d286e1474296.png,9626,21110493,1,0,28
USAKWRANGELL,AK Wrangell,AKWRANGELL,Tax On Gross Sales and Rentals (Quarterly),US,AK,,PRODUCTION,2022-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/384d8e8f-a28f-4cd3-bdef-c7ff6501f096.png,51,21062559,1,0,13
USAKYAKUTAT,AK Yakutat,AKYAKUTAT,Yakutat Sales Tax Return,US,AK,,PRODUCTION,2021-04-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/968a1c90-07ec-4267-ba3b-f30d502e9ba0.png,773,1050279,1,0,2
USAL2100,AL 2100,AL2100,Sales Tax Return,US,AL,,PRODUCTION,2025-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8580c2fa-f2b6-4fcf-a8cb-471be757a8aa.png,53,21112421,1,0,26
USAL2105,AL 2105,AL2105,Sales Tax Return With Estimated Payment,US,AL,,PRODUCTION,2025-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/642b3b2a-aede-4a07-a1d7-e4f3a3058d0d.png,56,21112426,1,0,16
USAL2410,AL 2410,AL2410,Rental Tax Return,US,AL,,PRODUCTION,2010-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/80c2d350-58d7-44db-a0a5-5a8fbe7eb7bd.png,58,21098441,1,0,9
USAL2620,AL 2620,AL2620,Sellers Use Tax Return,US,AL,,PRODUCTION,2025-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ee491ef3-9743-493e-808a-51fc73aa51e9.png,60,21112424,1,0,24
USAL2630,AL 2630,AL2630,Alabama State Simplified Sellers Use Tax Return,US,AL,,PRODUCTION,2021-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ef5123a9-09f0-4727-8e2a-be53ddb19b92.png,1131,21113041,1,0,34
USAL9501,AL 9501,AL9501,State-Administered Local Tax Return (Must add non-state administered local tax forms separately),US,AL,,PRODUCTION,2024-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/588aaa74-5e00-4766-9968-78a9a894703e.png,62,21114395,1,0,106
USALABBEVILLECITY,AL Abbeville City,ALABBEVILLECITY,Sales and Use and Lodging Tax Report,US,AL,,PRODUCTION,2009-11-01T00:00:00,2017-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f3fc36b4-8c26-467a-9a64-449b45cd490a.png,63,7703,1,0,1
USALABBEVILLERENTAL,AL Abbeville Rental,ALABBEVILLERENTAL,Rental Tax,US,AL,,PRODUCTION,2014-11-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/a224649e-5f62-45c8-8459-fadf46b9784b.png,64,21103340,1,0,16
USALALABASTER,AL Alabaster,ALALABASTER,Alabaster (City) Local Tax Return,US,AL,,PRODUCTION,2023-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d04195a6-f68e-4e84-a001-7dcb049b7fbc.png,66,21102852,1,0,44
USALALATAXUNIVERSAL,AL RDS Universal,ALALATAXUNIVERSAL,Avenu Universal Return (Avenu-administered local tax),US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8b00090a-3bfc-405f-8512-f9b015cdf2cc.png,67,21114379,1,0,107
USALALEXANDERCITYRENTAL,AL Alexander City Rental,ALALEXANDERCITYRENTAL,Rental / Lease Tax Return,US,AL,,PRODUCTION,2024-04-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c661700e-14c6-4a10-b70f-c5645c9b9598.png,68,21106430,1,0,28
USALANNISTON,AL Anniston,ALANNISTON,"Anniston (City) Local Sales, Use, Rental, & Lodging Tax Report",US,AL,,PRODUCTION,2021-08-01T00:00:00,2024-06-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/66873453-8586-4dfd-bd24-8b16c6b3f67f.png,850,21102816,1,0,56
USALAUBURN,AL Auburn,ALAUBURN,Auburn (City) Local Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3d87d0b6-7959-4290-8c7d-bd927b640098.png,69,21113404,1,0,50
USALBALDWINCOUNTY,AL Baldwin County,ALBALDWINCOUNTY,Baldwin (County) Local Tax Return,US,AL,,PRODUCTION,2024-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/2f3bdc86-a533-4231-b20a-031d13ec3394.png,70,21104729,1,0,36
USALBANKS,AL Banks,ALBANKS,Banks (City) Local Sales Tax Form,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c44156a1-4592-423d-8f32-bb1dbebc9018.png,71,21102864,1,0,28
USALBAYMINETTE,AL Bay Minette,ALBAYMINETTE,Bay Minette (City) Local Tax Return,US,AL,,PRODUCTION,2021-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/087f235e-2d78-40b4-98f2-6ac49805a284.png,12217,21102866,1,0,28
USALBESSEMERRENTAL,AL Bessemer Rental,ALBESSEMERRENTAL,Bessemer (City) Local Rental Lease Tax Form,US,AL,,PRODUCTION,2017-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/26d1e389-008a-475a-9cc5-3f61f6cf4063.png,72,21102868,1,0,22
USALBIRMINGHAM,AL Birmingham Sales,ALBIRMINGHAM,Sales Tax Return (Monthly),US,AL,,PRODUCTION,2024-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d115de57-5b23-491b-8f3f-c53057656424.png,73,21106715,1,0,22
USALBIRMINGHAMCU,AL Birmingham Consumer Use,ALBIRMINGHAMCU,Consumer Use Tax Return,US,AL,,PRODUCTION,2024-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1c494fca-ab13-49e4-a559-6977fbc72d36.png,74,21106744,1,0,29
USALBIRMINGHAMLEASE,AL Birmingham Lease,ALBIRMINGHAMLEASE,Lease Tax Return,US,AL,,PRODUCTION,2019-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/86912584-6846-4299-bd17-59b9796e65d1.png,75,21109396,1,0,13
USALBIRMINGHAMUSE,AL Birmingham Use,ALBIRMINGHAMUSE,Sellers Use Tax Return,US,AL,,PRODUCTION,2024-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0d5c98ed-7725-4280-a142-3084490a5b35.png,76,21106720,1,0,24
USALBONAIR,AL Bon Air,ALBONAIR,Town of Bon Air Local Tax Return,US,AL,,PRODUCTION,1900-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5203db92-e51d-41cd-aba5-da8779b241f2.png,21019754,21107129,1,0,6
USALCALERA,AL Calera,ALCALERA,Calera (City) Local Tax Return,US,AL,,PRODUCTION,2022-09-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1e2c9862-1f9d-4e9d-8648-1756f3567cd0.png,12928,21110135,1,0,20
USALCALHOUNCOUNTYRENTAL,AL Calhoun County Rental,ALCALHOUNCOUNTYRENTAL,Calhoun (County) Local Rental/Lease Tax Return,US,AL,,PRODUCTION,2010-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/5b3b55de-e01d-48cb-a285-32230f286d03.png,77,21105667,1,0,25
USALCITYOFFOLEY,AL Foley PF CD Tanger,ALFOLEYPFCDTANGER,Tanger Outlet Center Project User Fees,US,AL,,PRODUCTION,2010-07-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d9ae4764-21e4-4b60-af63-d5e5bb5065bf.png,93,6543,1,0,1
USALCOLBERTSHEFFIELDSALES,AL Sheffield Lease Rental Sales Tax Report,ALCOLBERTSHEFFIELDSALES,AL Sheffield Lease/Rental Tax Sales Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d7028f64-6766-43bd-ae48-f8b53bf40fa8.png,21019443,21113428,1,0,13
USALCULLMAN,AL Cullman,ALCULLMAN,Cullman (County & City) Local Sales & Sellers Use Tax Return,US,AL,,PRODUCTION,2022-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c261a95d-7d13-4e08-9215-ad811883b9f6.png,81,21109818,1,0,66
USALCULLMANCU,AL Cullman Consumer's Use,ALCULLMANCU,Cullman County & City Local Consumer's Use Tax Return,US,AL,,PRODUCTION,2019-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/8fd9d448-58e4-4b7b-aee2-573b265afed3.png,82,21107819,1,0,35
USALCULLMANRENTAL,AL Cullman Rental,ALCULLMANRENTAL,Rental Tax Return,US,AL,,PRODUCTION,2018-12-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/cc7eaa07-cbab-4ece-9323-0d3138d6199f.png,83,21102872,1,0,22
USALDAPHNE,AL Daphne,ALDAPHNE,Daphne (City) Local Tax Report,US,AL,,PRODUCTION,2023-05-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f00ae25f-6ea2-432a-86f1-29ade752d4a9.png,84,21102858,1,0,9
USALDAPHNECU,AL Daphne Consumer Use,ALDAPHNECU,Daphne (City) Local Consumer's Use Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,2022-09-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/ee53c2ac-698e-421f-82cc-b0bd851eccff.png,85,21062455,1,0,19
USALDAPHNERENTAL,AL Daphne Rental,ALDAPHNERENTAL,Daphne (City) Local Rental/Lease Tax Report,US,AL,,PRODUCTION,2020-05-01T00:00:00,2022-09-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/3a06c8a1-d846-43a4-8de9-857a0eb8c48f.png,86,21062465,1,0,13
USALDAPHNESALES,AL Daphne Sales,ALDAPHNESALES,Daphne (City) Local Sales Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,2022-09-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/560f324c-097c-46d8-bee5-34dc1e6fe870.png,851,21068545,1,0,24
USALDAPHNEUSE,AL Daphne Use,ALDAPHNEUSE,Daphne (City) Local Sellers Use Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,2022-09-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/25b38e5a-abc0-4619-9157-9268c98e06a2.png,878,21062514,1,0,20
USALDECATUR,AL Decatur,ALDECATUR,Decatur (City) Local Tax Report,US,AL,,PRODUCTION,2024-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/1839037f-444b-4b2e-8879-4373229ffeb7.png,88,21105068,1,0,44
USALDECATURPJ,AL Decatur Police Jurisdiction,ALDECATURPJ,Decatur (City) Police Jurisdiction Local Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6e0c764c-0fad-4f6f-889d-7ce556628b05.png,1164,21102869,1,0,32
USALDEKALBMONTHLY,AL Dekalb Monthly,ALDEKALBMONTHLY,DeKalb (County) Monthly Local Sales & Use Tax Report (for monthly filers),US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/55e9c506-1aeb-455f-960d-223a9c41e363.png,89,21102878,1,0,26
USALDEKALBQUARTERLY,AL DeKalb County Quarterly,ALDEKALBQUARTERLY,DeKalb (County) Quarterly Local Sales & Use Tax Report,US,AL,,PRODUCTION,2024-02-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/135b33f3-fb89-4495-a952-f55b6fd6dcc9.png,87,21102894,1,0,35
USALDEKALBYEARLY,AL Dekalb Yearly,ALDEKALBYEARLY,DeKalb (County) Annual Local Sales & Use Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/95fb2dfb-d7bf-426a-948d-d91734e87b4c.png,90,21102906,1,0,23
USALDODGE,AL Dodge City,ALDODGECITY,Town of Dodge City Sales and Sellers Use Tax Return,US,AL,,PRODUCTION,2015-10-01T00:00:00,2017-07-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/c50a15b1-f053-4890-8de8-f1e451f1edab.png,932,3077,1,0,1
USALDODGEUSE,AL Dodge City CU,ALDODGECITYCU,Town of Dodge City Consumers Use Tax Return,US,AL,,PRODUCTION,2015-10-01T00:00:00,2017-07-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/e5ab7a5b-b8d8-41c9-a5e9-4c34191d9d24.png,933,3114,1,0,1
USALEDWARDSVILLE,AL Edwardsville,ALEDWARDSVILLE,Edwardsville (City) Local Sales & Use Tax Return,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9944e6ee-7b0c-406e-aa65-7cea82321484.png,91,21102913,1,0,24
USALETHELSVILLE,AL Ethelsville Sales,ALETHELSVILLE,Ethelsville (City) Local Sales Tax Report,US,AL,,PRODUCTION,2019-01-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7ee88cea-65c8-4967-b1eb-67bb14c4e34f.png,2431,21102912,1,0,23
USALEVA,AL Eva,ALEVA,"Eva (City) Local Sales, Sellers Use, Consumer Use, Rental, & Leasing Tax Return",US,AL,,PRODUCTION,2020-05-01T00:00:00,2023-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/22a53209-0efd-44d6-bbdd-d6bef0b3bc2f.png,92,21098596,1,0,29
USALFAIRVIEW,Town of Fairview Sales and Sellers Use Tax Return,ALFAIRVIEW,Town of Fairview,US,AL,,PRODUCTION,2015-06-01T00:00:00,2017-07-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9fdc519e-201c-4a27-969f-2c73e40ba926.png,929,2710,1,0,1
USALFAIRVIEWCU,AL Fairview CU,ALFAIRVIEWCU,Town of Fairview Consumer Use,US,AL,,PRODUCTION,2015-06-01T00:00:00,2017-07-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/9f310e79-4008-4dad-a4a1-0e9bfb5e5b90.png,928,2674,1,0,1
USALFALKVILLE,AL Falkville,ALFALKVILLE,"Falkville (City) Local Sales, Sellers Use, Consumer Use, Rental, Leasing, & Tobacco Tax Return",US,AL,,PRODUCTION,2020-05-01T00:00:00,2023-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/db0cb30a-7a28-4cf6-baf5-615d7377348b.png,869,21098595,1,0,37
USALFOLEY,AL Foley,ALFOLEY,Foley (City) Alabama Sales and Use Return,US,AL,,PRODUCTION,2021-03-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/0b984a7c-69b4-4f85-8108-a7f08a5345d3.png,1013061,21102903,1,0,18
USALGRAYSVILLE,AL Graysville,ALGRAYSVILLE,"Sales, Lease, Rental and Use Tax Report (Monthly)",US,AL,,PRODUCTION,2014-07-01T00:00:00,2015-12-01T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7a357517-d21d-4086-8a5c-28b8f3dec2f4.png,99,7743,1,0,2
USALGULFSHORES,AL Gulf Shores,ALGULFSHORES,Gulf Shores (City) Local Tax Return,US,AL,,PRODUCTION,2024-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f62bf412-9a53-4ca1-88ab-4b79476f79de.png,103,21113294,1,0,55
USALGULFSHORESRENTAL,AL Gulf Shores Rental,ALGULFSHORESRENTAL,Rental - Lease Tax Report,US,AL,,PRODUCTION,2010-05-01T00:00:00,2015-10-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f7fba9bf-ade2-45bb-b5dd-15b2133f6550.png,101,579,1,0,0
USALGULFSHORESUSE,AL Gulf Shores Use,ALGULFSHORESUSE,Use Tax Report,US,AL,,PRODUCTION,2014-01-01T00:00:00,2015-10-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6d97ec2d-aa64-4c56-a4eb-c6acc5836547.png,102,766,1,0,1
USALHALEYVILLE,AL Haleyville,ALHALEYVILLE,Haleyville (City) Local Sales Tax Report,US,AL,,PRODUCTION,2019-06-01T00:00:00,2025-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/05385576-d908-4c04-b6b3-e6d8404a54f8.png,9024,21102902,1,0,16
USALHARPERSVILLE,AL Harpersville Rental,ALHARPERSVILLE,Rental Tax Return,US,AL,,PRODUCTION,2010-06-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/6664766f-02aa-4fed-a466-314d7859e89f.png,104,45152,1,0,3
USALHARTSELLE,AL Hartselle,ALHARTSELLE,"Sales, Sellers Use, Consumer's Use, Rental & Leasing Tax Report",US,AL,,PRODUCTION,2015-10-01T00:00:00,2017-06-30T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/62254027-c2ef-4967-ab74-fc3da8921d08.png,105,7713,1,0,4
USALHELENA,AL Helena,ALHELENA,"Helena (City) Local Sales, Use, Lease/Rental Tax Report",US,AL,,PRODUCTION,2025-11-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/63c55f40-9b05-4e0c-98c7-29c78d32fa40.png,107,21113367,1,0,38
USALHOOVER,AL Hoover,ALHOOVER,Sales and Use Tax Report,US,AL,,PRODUCTION,2018-10-01T00:00:00,2018-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/7ba30ca5-e2ae-48c1-8234-f64fbc381467.png,108,14089,1,0,5
USALHOOVERCU,AL Hoover Consumers Use,ALHOOVERCU,Hoover (City) Local Consumers Use Tax Report,US,AL,,PRODUCTION,2022-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/f327a79a-02cb-40c0-89dd-f7321d0f2f6c.png,880,21102896,1,0,29
USALHOOVERRENTAL,AL Hoover Rental,ALHOOVERRENTAL,Hoover (City) Local Lease/Rental Tax Report,US,AL,,PRODUCTION,2022-10-01T00:00:00,9999-12-31T00:00:00,https://s3-us-west-2.amazonaws.com/tax-form-catalog-prd-us-west-2-data/tax-form-catalog/png/d5e0efe7-716d-401b-9fb8-416c83f4d008.png,109,21102895,1,0,26
